,Time,Sentiment,Price
0,20171113,0.017581682597164753,6570.0
1,20171112,0.017581682597164753,5880.1
2,20171111,0.017581682597164753,6079.3
3,20171110,0.017581682597164753,6704.1
4,20171109,0.017581682597164753,7195.0
5,20171108,0.017581682597164753,7383.6
6,20171107,0.017581682597164753,7121.8
7,20171106,0.017581682597164753,7130.0
8,20171105,0.1536524937303249,7316.7
9,20171104,0.2736162133246551,7381.7
10,20171103,0.28502527430927216,7191.0
11,20171102,0.28502527430927216,7210.1
12,20171101,0.2666549740212356,6939.1
13,20171031,0.2666549740212356,6406.7
14,20171030,0.2666549740212356,6135.3
15,20171029,0.21572651959105735,6125.0
16,20171028,0.21572651959105735,5795.0
17,20171027,0.14723941682308406,5818.6
18,20171026,0.12399348378005308,5845.8
19,20171025,0.059380938354269726,5735.0
20,20171024,0.059380938354269726,5521.1
21,20171023,0.2537499262817969,5725.4
22,20171022,0.2537499262817969,5932.0
23,20171021,0.16793754985776274,5861.7
24,20171020,0.08173450455599847,6080.0
25,20171019,0.2087439685281128,5631.0
26,20171018,0.12821486403834778,5507.7
27,20171017,0.033158242002261064,5576.7
28,20171016,0.2082102918977677,5719.9
29,20171015,0.19788474478755924,5693.7
30,20171014,0.2890639996144929,5735.9
31,20171013,0.2890639996144929,5598.9
32,20171012,0.13822704418549284,5511.7
33,20171011,0.13822704418549284,4805.0
34,20171010,0.13822704418549284,4744.0
35,20171009,0.13822704418549284,4827.0
36,20171008,0.3357016373542708,4561.0
37,20171007,0.3357016373542708,4463.6
38,20171006,0.11145758576867064,4346.0
39,20171005,0.0854528039116194,4358.7
40,20171004,0.1768676270678426,4157.6
41,20171003,0.2239858795530376,4332.3
42,20171002,0.20887411450724028,4380.0
43,20171001,0.2413200675665372,4445.1
44,20170930,0.1818215929310045,4295.9
45,20170929,0.3337093046518318,4196.8
46,20170928,0.2264196254203472,4051.8
47,20170927,0.22197067288375874,4197.9
48,20170926,0.22197067288375874,3915.8
49,20170925,0.2996731577966805,3942.0
50,20170924,0.26764572886497723,3773.0
51,20170923,0.1377832485822624,3646.3
52,20170922,0.056433789291449675,3712.9
53,20170921,0.27591166927510163,3656.9
54,20170920,0.27591166927510163,3871.9
55,20170919,0.16000357957380687,3916.9
56,20170918,0.27066334538625897,3969.2
57,20170917,0.2577463933728096,3900.0
58,20170916,0.21759717295836487,3551.0
59,20170915,0.20307461990631367,3888.5
60,20170914,0.07334782077410476,3167.3
61,20170913,0.1226729474108424,3830.6
62,20170912,0.2259683545098857,4020.8
63,20170911,0.3060899499043655,4269.9
64,20170910,0.24462742443130375,4184.1
65,20170909,0.29000213954973403,4157.0
66,20170908,0.08010533581815757,4354.3
67,20170907,0.20189477637733133,4621.7
68,20170906,0.15386906560554078,4594.0
69,20170905,0.2357361234489872,4430.9
70,20170904,0.2945140277864053,4337.3
71,20170903,0.29970736974669765,4566.7
72,20170902,0.3434367250683785,4667.1
73,20170901,0.2999663428147088,4750.0
74,20170831,0.33183290938823656,4713.3
75,20170830,0.22778593326312194,4610.2
76,20170829,0.18504403699111288,4619.7
77,20170828,0.18504403699111288,4370.8
78,20170827,0.3117998359652562,4327.7
79,20170826,0.22805929817132456,4330.0
80,20170825,0.17984866365089372,4350.0
81,20170824,0.12224497807905994,4329.9
82,20170823,0.14710387231317704,4164.0
83,20170822,0.309929760781038,4080.0
84,20170821,0.2597751276831955,3704.2
85,20170820,0.07657837314067775,4002.1
86,20170819,0.23707188475145555,4098.0
87,20170818,0.18620517281823265,4125.9
88,20170817,0.2575871556527667,4269.8
89,20170816,0.1257624354299012,4304.1
90,20170815,0.10374858818298173,4061.3
91,20170814,0.2539190480367814,4287.9
92,20170813,0.3189992097248501,4005.0
93,20170812,0.28987370485347475,4094.5
94,20170811,0.3250430537403383,3761.8
95,20170810,0.20170935468545426,3473.2
96,20170809,0.12446086015217173,3361.5
97,20170808,0.3220597559891191,3402.5
98,20170807,0.30128522853960665,3389.7
99,20170806,0.35569130729415405,3246.0
100,20170805,0.0031151702530007428,3207.4
101,20170804,0.2596660311002702,2835.9
102,20170803,0.3912672423132037,2779.5
103,20170802,0.2993574917726713,2673.0
104,20170801,0.3268873537372637,2719.2
105,20170731,0.16003778213987838,2850.6
106,20170730,0.16003778213987838,2722.1
107,20170729,0.17593907460833247,2625.6
108,20170728,0.21047868877514744,2740.9
109,20170727,0.2263904596565142,2682.1
110,20170726,0.2577903159380968,2560.0
111,20170725,0.0825540369147113,2522.0
112,20170724,0.4415196696992089,2672.2
113,20170723,0.3801067848830848,2741.0
114,20170722,0.2502720184360106,2788.0
115,20170721,0.4274135823540057,2752.1
116,20170720,0.28386687036635355,2734.0
117,20170719,0.21497861417715228,2294.0
118,20170718,0.33852654297881896,2320.5
119,20170717,0.4234915879834072,2238.4
120,20170716,0.28231950957023383,2028.4
121,20170715,0.09814639859944416,2031.0
122,20170714,0.4062917174465319,2201.9
123,20170713,0.11766244625005437,2332.5
124,20170712,0.2522596558618536,2384.0
125,20170711,0.3349438909811871,2302.9
126,20170710,0.464080428285539,2268.7
127,20170709,0.464080428285539,2513.8
128,20170708,0.17123004319863264,2555.5
129,20170707,0.36498611879213794,2498.6
130,20170706,0.3135343408991033,2577.0
131,20170705,0.1543021793875067,2601.9
132,20170704,0.05621166746250037,2574.7
133,20170703,0.04092708481572207,2627.0
134,20170702,0.15611789403690626,2517.0
135,20170701,0.24136729675506366,2402.5
136,20170630,0.21250937320104885,2491.9
137,20170629,0.23238185267510406,2515.7
138,20170628,0.08475341163118921,2564.8
139,20170627,0.15180569436705732,2487.2
140,20170626,0.22367717470950466,2400.9
141,20170625,0.19162767972995806,2474.1
142,20170624,0.2722183777769482,2585.0
143,20170623,0.2741978697353521,2706.9
144,20170622,0.260550217492489,2712.1
145,20170621,0.14676944223602184,2632.6
146,20170620,0.11749850468612845,2765.8
147,20170619,0.3071286006217612,2624.4
148,20170618,0.32659262886004065,2574.0
149,20170617,0.13575005206818794,2670.2
150,20170616,0.13575005206818794,2455.5
151,20170615,0.2057114832028465,2455.7
152,20170614,0.11236450094561963,2362.9
153,20170613,-0.06822241473029199,2800.0
154,20170612,0.21559270520392454,2749.9
155,20170611,0.3273880274550729,2963.2
156,20170610,0.3304743205942539,2849.9
157,20170609,0.06824153662671445,2814.1
158,20170608,0.1432296724572391,2773.5
159,20170607,0.33048331761119504,2799.8
160,20170606,0.1430011687391882,2864.1
161,20170605,0.2673316674709104,2845.8
162,20170604,0.2038352398569828,2584.9
163,20170603,0.273268900875312,2518.4
164,20170602,0.2151794895367641,2488.3
165,20170601,0.1477413394469345,2434.9
166,20170531,0.038202243441956635,2408.0
167,20170530,0.17621429117074042,2228.9
168,20170529,0.17621429117074042,2321.4
169,20170528,0.2080223192609771,2207.0
170,20170527,0.16214446218497958,2055.9
171,20170526,0.39910076030791214,2245.1
172,20170525,0.3039781267832038,2434.3
173,20170524,0.22343276267315487,2443.9
174,20170523,0.3542263126269774,2318.0
175,20170522,0.13617595119912074,2166.9
176,20170521,0.2959120779178365,2173.3
177,20170520,0.3282190731199492,2073.4
178,20170519,0.23197559626781425,1993.0
179,20170518,0.1296089893715094,1879.7
180,20170517,0.2954834001515597,1822.1
181,20170516,0.061981484028306576,1799.4
182,20170515,0.2809028099750154,1722.7
183,20170514,0.2809028099750154,1774.9
184,20170513,0.16550014257750248,1799.8
185,20170512,0.3898321647613196,1699.9
186,20170511,0.3048878291762924,1787.9
187,20170510,0.05450979649219968,1838.5
188,20170509,0.4025171011552763,1727.9
189,20170508,0.4296414578771672,1706.0
190,20170507,0.2166575507679303,1652.8
191,20170506,0.28528650439465153,1599.4
192,20170505,0.3686360012048453,1560.1
193,20170504,0.15912103248030304,1629.3
194,20170503,0.2586636990281229,1560.2
195,20170502,0.21060277638291727,1450.5
196,20170501,0.11839951774255952,1445.2
197,20170430,0.09697020829624267,1418.9
198,20170429,0.1939970635738391,1353.5
199,20170428,0.2071823184808136,1326.0
200,20170427,0.08392019038372911,1345.9
201,20170426,0.17763475330015274,1299.5
202,20170425,0.2021800421534473,1290.3
203,20170424,0.20205424903060792,1267.0
204,20170423,0.3427569913218126,1254.2
205,20170422,0.4180259695731346,1247.7
206,20170421,0.27018578558944145,1248.8
207,20170420,0.08120360494608346,1233.9
208,20170419,0.05914484284076709,1219.4
209,20170418,0.2679863323681104,1196.4
210,20170417,0.27565399806584456,1186.5
211,20170416,0.2303090426550501,1171.8
212,20170415,0.27651159075685433,1188.7
213,20170414,0.15275723896449048,1180.6
214,20170413,0.33898606361311784,1193.9
215,20170412,0.2759982311371699,1213.8
216,20170411,0.23398614975754145,1215.3
217,20170410,0.022969729911467042,1208.6
218,20170409,0.10748715947084328,1209.5
219,20170408,-0.008134578037465891,1186.2
220,20170407,0.07312593932678321,1189.5
221,20170406,0.17487797998471488,1187.8
222,20170405,0.2614360257801053,1128.9
223,20170404,0.2839526650352248,1136.3
224,20170403,0.2484674076148325,1153.6
225,20170402,0.1622427677476208,1143.7
226,20170401,0.29822073566418394,1089.9
227,20170331,0.14851478175249969,1085.4
228,20170330,0.1049939462389788,1049.7
229,20170329,0.17128717072248148,1045.0
230,20170328,0.05079703054359395,1031.5
231,20170327,0.15609197999705854,1039.0
232,20170326,0.2886232423878049,981.7
233,20170325,0.13347751653156958,967.8
234,20170324,0.2962193028919283,901.0
235,20170323,-0.008046362400592677,1008.0
236,20170322,0.25868670326801,1026.9
237,20170321,0.11999647585286588,1115.0
238,20170320,0.2143649482442748,1081.9
239,20170319,0.2954137980102752,1022.4
240,20170318,0.148286638291544,944.4
241,20170317,0.3420898937874899,1060.6
242,20170316,0.13546061467824913,1088.8
243,20170315,0.3087652806087079,1229.7
244,20170314,0.15708818529049784,1254.9
245,20170313,0.05592526649645861,1235.0
246,20170312,0.1571077740595164,1233.6
247,20170311,0.2501170903832867,1180.0
248,20170310,0.25859829357676845,1134.9
249,20170309,0.31786420042234403,1194.0
250,20170308,0.20853791500453028,1173.4
251,20170307,0.3484696662515206,1185.0
252,20170306,0.2996635712764754,1278.5
253,20170305,0.2323941346576924,1280.9
254,20170304,0.2722619024737377,1252.1
255,20170303,0.2702799506733919,1288.0
256,20170302,0.24177874508974065,1271.5
257,20170301,0.3514222116194909,1227.4
258,20170228,0.2435680211299133,1195.2
259,20170226,0.1834078326329064,1184.1
260,20170225,0.2531869978612474,1159.9
261,20170224,0.2574847498875198,1184.9
262,20170223,0.272878620716895,1157.9
263,20170222,0.2887066657304125,1132.2
264,20170221,0.2498457033719989,1114.2
265,20170220,0.1361860417120685,1066.5
266,20170219,0.2690468806850291,1059.9
267,20170218,0.22164836973865149,1066.4
268,20170217,0.32428476660633937,1058.7
269,20170216,0.21746546685235107,1035.4
270,20170215,0.1820792746277048,1013.4
271,20170214,0.3501109433638353,1009.4
272,20170213,0.3788136590895592,1005.3
273,20170212,0.24522877195078985,1015.4
274,20170211,0.3108121599568717,1012.5
275,20170210,0.2699683727956902,1005.1
276,20170209,0.2737521013501518,985.3
277,20170208,0.2826313584956737,1058.4
278,20170207,0.20936419684022747,1067.9
279,20170206,0.2341559302737621,1023.1
280,20170205,0.33321546114344897,1015.4
281,20170204,0.2842485014977092,1035.1
282,20170203,-0.7923352042939829,1014.4
283,20170202,-0.7923352042939829,1015.7
284,20170201,0.3441572592602309,984.6
285,20170131,0.04368597004139013,977.9
286,20170130,0.1823432793910356,934.7
287,20170129,0.2461390567062126,918.9
288,20170128,0.33118095238623985,924.7
289,20170127,0.2419575404606462,922.1
290,20170126,0.3396474948655261,917.7
291,20170125,0.20665391518397613,895.8
292,20170124,0.14821152302325594,899.8
293,20170123,0.2969868971212245,917.9
294,20170122,0.4103783350453704,925.1
295,20170121,0.3955262157361029,939.7
296,20170120,0.254546301135835,924.1
297,20170119,0.2032116586598672,902.9
298,20170118,0.3936418327633967,898.6
299,20170117,0.26087138584377995,896.1
300,20170116,0.29364808388019725,892.1
301,20170115,0.25811977841775197,839.1
302,20170114,0.25995496131872675,824.0
303,20170113,0.21616323589416572,829.9
304,20170112,0.3391393519132537,788.6
305,20170111,0.23518903726731924,797.4
306,20170110,0.3510616653920939,870.6
307,20170109,0.3858923943628788,907.5
308,20170108,0.27847540816184346,922.6
309,20170107,0.2657008772522716,937.9
310,20170106,0.4206772333992019,889.8
311,20170105,0.4206772333992019,986.1
312,20170104,0.4206772333992019,1169.1
313,20170103,0.34062875774685925,1026.0
314,20170102,0.34062875774685925,1018.8
315,20170101,0.34062875774685925,1011.4
316,20161231,0.3115963357850373,971.7
317,20161230,0.3115963357850373,961.0
318,20161229,0.3115963357850373,952.1
319,20161228,0.3115963357850373,981.4
320,20161227,0.34568098474095965,929.4
321,20161226,0.34568098474095965,911.0
322,20161225,0.34568098474095965,893.7
323,20161224,0.3808453791878277,860.0
324,20161223,0.3808453791878277,911.8
325,20161222,0.3808453791878277,908.2
326,20161221,0.23868901650530105,837.7
327,20161220,0.23868901650530105,799.2
328,20161219,0.23868901650530105,790.9
329,20161218,0.23868901650530105,794.8
330,20161217,0.23868901650530105,790.9
331,20161216,0.3378354994022222,784.5
332,20161215,0.3378354994022222,777.1
333,20161214,0.3378354994022222,777.6
334,20161213,0.3378354994022222,780.3
335,20161212,0.3378354994022222,779.1
336,20161211,0.3378354994022222,772.7
337,20161210,0.3378354994022222,766.9
338,20161209,0.39050940564808706,770.5
339,20161208,0.39050940564808706,771.0
340,20161207,0.39050940564808706,763.7
341,20161206,0.39050940564808706,753.9
342,20161205,0.39050940564808706,755.8
343,20161204,0.39050940564808706,766.9
344,20161203,0.39050940564808706,765.7
345,20161202,0.2520190901872991,759.6
346,20161201,0.2520190901872991,754.0
347,20161130,0.2520190901872991,747.1
348,20161129,0.2520190901872991,734.5
349,20161128,0.2520190901872991,730.9
350,20161127,0.2520190901872991,731.9
351,20161126,0.3006634486853391,733.9
352,20161125,0.3006634486853391,737.3
353,20161124,0.3006634486853391,737.3
354,20161123,0.3006634486853391,738.8
355,20161122,0.3006634486853391,745.1
356,20161121,0.3006634486853391,737.4
357,20161120,0.3153485182370461,732.4
358,20161119,0.3153485182370461,751.4
359,20161118,0.3153485182370461,750.9
360,20161117,0.3153485182370461,740.0
361,20161116,0.3153485182370461,747.6
362,20161115,0.3153485182370461,714.0
363,20161114,0.2456440273018589,711.1
364,20161113,0.2456440273018589,703.9
365,20161112,0.2456440273018589,704.5
366,20161111,0.2456440273018589,715.0
367,20161110,0.36904919726180746,714.5
368,20161109,0.36904919726180746,719.8
369,20161108,0.36904919726180746,742.4
370,20161107,0.36904919726180746,705.3
371,20161106,0.36904919726180746,711.1
